X,Retailer.Id,Retailer.Name,Complete.Address.x,City,State.x,Zip,Zip.4,Status.Description,Acivation.Date,Total.sales,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010,X2011,X2012,X2013,X2014,X2015,X2016,calctotal,MatchedAddress,County,Tract,Block,Long,Lat,calctotal2
6301,107684,ADMIRAL PETROLEUM II STORE#161,4315 CHICAGO DR,GRANDVILLE,MI,49418,1507,Active,7/12/16,22385.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22385.5,22385.5,"4315 Chicago Dr SW, GRANDVILLE, MI, 49418",81,13000,3054,-85.77001,42.907265,22.3855
6311,107694,ADMIRAL PETROLEUM II STORE#205,544 68TH ST SW,GRAND RAPIDS,MI,49548,7122,Active,7/12/16,11944.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11944.5,11944.5,"544 68th St SW, GRAND RAPIDS, MI, 49548",81,14701,3023,-85.67631,42.840897,11.9445
6354,107754,STEEL CAT BAR,640 BRIDGE ST NW,GRAND RAPIDS,MI,49504,5334,Active,5/25/16,17867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17867,17867,"640 Bridge St NW, GRAND RAPIDS, MI, 49504",81,1900,4027,-85.68421,42.970665,17.867
6356,107756,WEALTHY MARKET,1012 WEALTHY ST SE,GRAND RAPIDS,MI,49506,1517,Active,12/9/15,412446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26848.5,385597.5,412446,"1012 Wealthy St SE, GRAND RAPIDS, MI, 49506",81,2500,3022,-85.64383,42.95554,412.446
6390,107797,CENTURY FOOD & LIQUOR,2026 BOSTON SE ST,GRAND RAPIDS,MI,49506,4162,Active,1/12/16,100246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100246,100246,"2026 Boston St SE, GRAND RAPIDS, MI, 49506",81,3400,2001,-85.618614,42.93435,100.246
6406,107812,PAYAL'S GORDY LLC,4241 DIVISION AVE S,WYOMING,MI,49548,3363,Terminated,1/12/16,8281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8281,8281,"4241 Division Ave S, WYOMING, MI, 49548",81,14100,1008,-85.664856,42.886856,8.281
6421,107832,WILSON AVENUE PARTY STORE,2939 WILSON AVE SW,GRANDVILLE,MI,49418,1239,Active,3/9/16,26112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26112,26112,"2939 Wilson Ave SW, GRANDVILLE, MI, 49418",81,13000,3056,-85.76316,42.910362,26.112
6444,107857,WONDERLAND PARTY STORE,3232 LEONARD ST NW,GRAND RAPIDS,MI,49534,3670,Active,2/5/16,57100.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57100.5,57100.5,"3232 Leonard St NW, GRAND RAPIDS, MI, 49534",81,11701,3000,-85.748116,42.98652,57.1005
6483,107908,BOURBON STREET,2234 ALPINE AVE NW,GRAND RAPIDS,MI,49544,NA,Active,4/14/16,9561,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9561,9561,"2234 Alpine Ave NW, GRAND RAPIDS, MI, 49544",81,11500,1065,-85.688515,43.004,9.561
6493,107920,CHARLEYS PUB & GRILL,1339 28TH ST SW,WYOMING,MI,49509,NA,Active,5/12/16,35235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35235,35235,"1339 28th St SW, WYOMING, MI, 49509",81,13500,1015,-85.69992,42.91344,35.235
6501,107931,DIVISION MART,5200 DAVISON AVE S,KENTWOOD,MI,49548,NA,Active,2/22/16,23863,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23863,23863,"5200 Division Ave S, KENTWOOD, MI, 49548",81,12902,2002,-85.66421,42.869373,23.863
6502,107932,GRAND RAPIDS FUEL MART,1133 LEONARD ST NE,GRAND RAPIDS,MI,49503,NA,Active,2/22/16,43496.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43496.5,43496.5,"1133 Leonard St NE, GRAND RAPIDS, MI, 49503",81,1000,2006,-85.640594,42.984444,43.4965
6503,107933,KENTWOOD FUEL MART,1980 44TH ST SE,KENTWOOD,MI,49508,NA,Active,2/22/16,81397,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81397,81397,"1980 44th St SE, KENTWOOD, MI, 49508",81,12701,2003,-85.61745,42.88369,81.397
6504,107934,CLYDEPARK FUEL MART,2354 CLYDEPARK AVE SW,GRAND RAPIDS,MI,49509,NA,Active,2/22/16,97089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97089,97089,"2354 Clyde Park Ave SW, GRAND RAPIDS, MI, 49509",81,4000,2027,-85.68597,42.921047,97.089
6531,107964,ADA LIQUORS,562 ADA DR SE SUITE 564,ADA,MI,49301,NA,Active,4/27/16,10817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10817,10817,"562 Ada Dr SE, ADA, MI, 49301",81,11902,3001,-85.48732,42.954834,10.817
6616,108068,NUVU FUELS,8413 MYERS LAKE AVE NE,ROCKFORD,MI,49341,NA,Active,6/21/16,9488,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9488,9488,"8413 Myers Lake Ave NE, ROCKFORD, MI, 49341",81,10801,2017,-85.500244,43.117867,9.488
6674,108141,BUDDYS LIQUOR,4443 E BRETON RD SE,KENTWOOD,MI,49508,8424,Active,6/14/16,31147.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31147.5,31147.5,"4443 Breton Rd SE, KENTWOOD, MI, 49508",81,12701,3003,-85.60641,42.883488,31.1475
6720,108203,BUFFALO WILD WINGS,2720 44TH ST SW,WYOMING,MI,49509,NA,Active,5/27/16,29706,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29706,29706,"2720 44th St SW, WYOMING, MI, 49519",81,14501,2000,-85.73225,42.884674,29.706
6724,108208,RAMBLEWOOD LIQUORS,2771 44TH ST,WYOMING,MI,49519,NA,Active,6/9/16,15609,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15609,15609,"2771 44th St SW, WYOMING, MI, 49519",81,13900,4003,-85.73328,42.8847,15.609
6751,108252,ALGER'S QUICK STOP,2355 EASTERN AVE SE,GRAND RAPIDS,MI,49507,NA,Active,7/18/16,386.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,386.5,386.5,"2355 Eastern Ave SE, GRAND RAPIDS, MI, 49507",81,4100,1010,-85.647606,42.920666,0.3865
6783,108294,J&H FAM STORES-PRTY STORE EXP,530 76TH ST,BYRON CENTER,MI,49315,NA,Active,6/29/16,907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,907,907,"530 76th St SW, BYRON CENTER, MI, 49315",81,14602,4011,-85.67704,42.826294,0.907
6835,108402,WEST SIDE FOOD MART,1349 ALPINE AVE NW,GRAND RAPIDS,MI,49504,NA,Active,8/29/16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"1349 Alpine Ave NW, GRAND RAPIDS, MI, 49504",81,800,3005,-85.68817,42.98821,0
9579,17408,MARATHON #8614,2808 E BELTLINE AVE NE,GRAND RAPIDS,MI,49525,9704,Deleted,3/20/02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2808 E Beltline Ave NE, GRAND RAPIDS, MI, 49525",81,11801,4033,-85.59004,43.01343,0
11511,20002,MARINER AUTOWASH,3960 28TH ST SE,KENTWOOD,MI,49512,1806,Deleted,4/20/95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"3960 28th St SE, KENTWOOD, MI, 49512",81,12608,1005,-85.568115,42.91253,0
11512,20003,ADMIRAL PETROLEUM CO #27,2001 W MAIN ST,LOWELL,MI,49331,9596,Terminated,8/4/95,2348548,58700.5,102910,126302,149855,164294,190848.5,183416.5,188003.5,181150,193781.5,217724.5,228186.5,228579,134796.5,2348548,"2001 W Main St SE, LOWELL, MI, 49331",81,12004,1018,-85.36092,42.93122,2348.548
11516,20008,DOCTOR OIL COMPANY CORP,6773 BROADMOOR AVE SE,CALEDONIA,MI,49316,9511,Terminated,10/19/06,987313.5,NA,NA,NA,23406.5,202667.5,238148.5,332507.5,190583.5,NA,NA,NA,NA,NA,NA,987313.5,"6773 Broadmoor Ave SE, CALEDONIA, MI, 49316",81,14807,1023,-85.53154,42.841152,987.3135
11518,20010,FAMILY FR QK STP #853,4177 17 MILE RD NE,CEDAR SPRINGS,MI,49319,8915,Terminated,10/20/06,902685,NA,NA,NA,3500,62141.5,93238.5,91158,100710,116829.5,125604.5,166377.5,143125.5,NA,NA,902685,"4177 17 Mile Rd NE, CEDAR SPRINGS, MI, 49319",81,10200,1016,-85.57091,43.219837,902.685
11522,20014,THE AVENUE PARTY STORE,723 MICHIGAN ST NE,GRAND RAPIDS,MI,49503,3521,Terminated,11/1/06,110993.5,NA,NA,NA,650,16219,38464,55660.5,NA,NA,NA,NA,NA,NA,NA,110993.5,"723 Michigan St NE, GRAND RAPIDS, MI, 49503",81,2200,1023,-85.65105,42.97009,110.9935
11526,20018,MEL'S PARTY STORE,3640 CHICAGO DR SW,GRANDVILLE,MI,49418,1357,Active,11/6/06,2675368.5,NA,NA,NA,39909.5,335657,347559.5,326421,278223.5,257644.5,217905,248756,240116,220020.5,163156,2675368.5,"3640 Chicago Dr SW, GRANDVILLE, MI, 49418",81,13000,2012,-85.75435,42.912205,2675.3685
11538,20030,D&W QUICK STOP #856,9441 CHERRY VALLEY SE,CALEDONIA,MI,49316,9529,Active,12/13/06,1116113.5,NA,NA,NA,0,33795,66775,78725,83476.5,93503.5,106546.5,133823.5,177160.5,199889.5,142418.5,1116113.5,"9441 Cherry Valley Ave SE, CALEDONIA, MI, 49316",81,14807,3010,-85.50693,42.792515,1116.1135
11542,20034,WILSON PARTY STORE,2939 WILSON AVE SW,GRANDVILLE,MI,49418,1239,Terminated,12/15/06,170638,NA,NA,NA,NA,41740,39552,42635.5,39086.5,7624,NA,NA,NA,NA,NA,170638,"2939 Wilson Ave SW, GRANDVILLE, MI, 49418",81,13000,3056,-85.76316,42.910362,170.638
11546,20038,MICH/FULLER SHELL #4570,1201 MICHIGAN ST NE,GRAND RAPIDS,MI,49503,2001,Terminated,12/20/06,587101.5,NA,NA,NA,519,121261.5,168964,185610.5,110746.5,NA,NA,NA,NA,NA,NA,587101.5,"1201 Michigan St NE, GRAND RAPIDS, MI, 49503",81,2300,2007,-85.63938,42.969994,587.1015
11547,20039,HALL ST BP,1 HALL ST SW,GRAND RAPIDS,MI,49507,1029,Terminated,12/28/06,3685002,NA,NA,NA,NA,544105,504444.5,582405.5,687307.5,626623,470743.5,269373,NA,NA,NA,3685002,"1 Hall St SW, GRAND RAPIDS, MI, 49507",81,2800,2021,-85.667465000000007,42.94151,3685.002
11555,20047,D&W QUICK STOP #857,1810 BRETON RD SE,GRAND RAPIDS,MI,49506,4802,Active,1/22/07,2000582.5,NA,NA,NA,NA,43267,105188,126225,149160.5,223778.5,237318,261509,292464,300891,260781.5,2000582.5,"1810 Breton Rd SE, GRAND RAPIDS, MI, 49506",81,4400,5012,-85.609406,42.930435,2000.5825
11563,20055,NK BEER WINE,259 FRANKLIN ST SE,GRAND RAPIDS,MI,49507,1172,Terminated,2/12/07,2078035.5,NA,NA,NA,NA,390689,407533,410329,374076.5,399443,95965,NA,NA,NA,NA,2078035.5,"259 Franklin St SE, GRAND RAPIDS, MI, 49507",81,2900,2006,-85.66228,42.948635,2078.0355
11569,20061,ALPINE LIQUOR,4030-4032 ALPINE AVE NW,COMSTOCK PARK,MI,49321,8909,Active,2/23/07,1168783,NA,NA,NA,NA,44945,89659,132341,135777.5,126558,119193,120665,137912.5,151931.5,109800.5,1168783,"4030 Alpine Ave NW, COMSTOCK PARK, MI, 49321",81,11406,1005,-85.68962,43.038193,1168.783
11575,20067,JOE'S PARTY STORE,802 52ND ST SE,KENTWOOD,MI,49508,6002,Active,3/8/07,4743641,NA,NA,NA,NA,407615,553383.5,516510.5,382241,419587,557088.5,618003,442652.5,491195.5,355364.5,4743641,"802 52nd St SE, KENTWOOD, MI, 49508",81,12703,1003,-85.64508,42.8693,4743.641
11580,20072,SAMI'S PARTY STORE,1499 WEALTHY SE,GRAND RAPIDS,MI,49506,2716,Terminated,3/29/07,483448.5,NA,NA,NA,NA,163409.5,233687,86352,0,NA,NA,NA,NA,NA,NA,483448.5,"1499 Wealthy St SE, GRAND RAPIDS, MI, 49506",81,2400,2011,-85.63289,42.95553,483.4485
11582,20074,AKSH EASTERN LLC,1601 EASTERN AVE SE,GRAND RAPIDS,MI,49507,2027,Terminated,3/30/07,105239,NA,NA,NA,NA,105239,NA,NA,NA,NA,NA,NA,NA,NA,NA,105239,"1601 Eastern Ave SE, GRAND RAPIDS, MI, 49507",81,3700,2004,-85.648705,42.934574,105.239
11584,20076,EL CHISME,739 BURTON ST SE,GRAND RAPIDS,MI,49507,3203,Terminated,4/10/07,17205.5,NA,NA,NA,NA,17205.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,17205.5,"739 Burton St SE, GRAND RAPIDS, MI, 49507",81,3700,2024,-85.64931,42.927353,17.2055
11588,20080,FRANKLIN BEER WINE & GAS,331 FRANKLIN ST SW,GRAND RAPIDS,MI,49503,4908,Terminated,4/13/07,1055570.5,NA,NA,NA,NA,33711.5,150027.5,165410,208120.5,185067.5,138674.5,174559,NA,NA,NA,1055570.5,"331 Franklin St SW, GRAND RAPIDS, MI, 49503",81,2600,1048,-85.67647,42.948856,1055.5705
11604,20096,SACRED HEART SOCIETY/ GR,935 PARK ST SW,GRAND RAPIDS,MI,49504,6282,Active,5/3/07,1246418,NA,NA,NA,NA,111535,187024,218800,175737,108409,100724,98458,95126,85924,64681,1246418,"935 Park St SW, GRAND RAPIDS, MI, 49504",81,2700,2012,-85.69121,42.960007,1246.418
11605,20097,SAND LAKE FOODS,59 E LAKE STREET,SAND LAKE,MI,49343,0,Terminated,5/3/07,31157,NA,NA,NA,NA,4250,7350,13287.5,6269.5,NA,NA,NA,NA,NA,NA,31157,"59 E Lake St, SAND LAKE, MI, 49343",81,10101,1055,-85.51616,43.29196,31.157
11608,20100,THE LIQUOR SHOP,6135 DIVISION AVE S,GRAND RAPIDS,MI,49548,6727,Terminated,5/4/07,143268,NA,NA,NA,NA,124011,19257,NA,NA,NA,NA,NA,NA,NA,NA,143268,"6135 Division Ave S, GRAND RAPIDS, MI, 49548",81,14701,2001,-85.66375,42.852615,143.268
11610,20102,LEONARD SHORT STOP,1038 LEONARD ST NW,GRAND RAPIDS,MI,49504,0,Terminated,5/8/07,88657.5,NA,NA,NA,NA,7900,11250,37064,32443.5,NA,NA,NA,NA,NA,NA,88657.5,"1038 Leonard St NW, GRAND RAPIDS, MI, 49504",81,1600,1005,-85.69435,42.985416,88.6575
11616,20108,VYTAUTAS AID SOCIETY,1300 HAMILTON AVE NW,GRAND RAPIDS,MI,49504,3225,Active,5/19/07,824337.5,NA,NA,NA,NA,60673,98689,99122,78605,88402,74780.5,78309,85771,81441,78545,824337.5,"1300 Hamilton Ave NW, GRAND RAPIDS, MI, 49504",81,800,1043,-85.68,42.986847,824.3375
11617,20109,FAMILY FR QK STP #836,2285 84TH STREET SW,BYRON CENTER,MI,49315,8666,Active,5/19/07,1079848.5,NA,NA,NA,NA,11600,62140,79930.5,97035.5,103520,103844.5,130920.5,170192.5,192514,128151,1079848.5,"2285 84th St SW, BYRON CENTER, MI, 49315",81,14602,2026,-85.71813,42.81217,1079.8485
11620,20112,SENSATIONS,3525 E MALL DRIVE SE,GRAND RAPIDS,MI,49546,5901,Terminated,5/23/07,265000.5,NA,NA,NA,NA,6169,57297,55012,38387,58022,43358.5,6755,NA,NA,NA,265000.5,"3525 E Mall Dr SE, GRAND RAPIDS, MI, 49546",81,12606,4014,-85.582085,42.916412,265.0005
11622,20114,CHATEAU QUICK STOP,1760 44TH ST SW  STE 1,WYOMING,MI,49509,6422,Terminated,5/25/07,1366888,NA,NA,NA,NA,86258.5,165946,233796.5,243207.5,232260.5,271043.5,134375.5,NA,NA,NA,1366888,"1760 44th St SW, WYOMING, MI, 49519",81,14502,1000,-85.7073,42.88445,1366.888
11627,20119,NJ QUICKMART LLC,3830 CHICAGO DR SW,GRANDVILLE,MI,49418,1360,Terminated,6/6/07,178445,NA,NA,NA,NA,65402,113043,NA,NA,NA,NA,NA,NA,NA,NA,178445,"3830 Chicago Dr SW, GRANDVILLE, MI, 49418",81,13000,2015,-85.75879,42.911045,178.445
11628,20120,CVS/PHARMACY 07549,5603 BYRON CENTER SW,WYOMING,MI,49519,9605,Active,6/8/07,664480.5,NA,NA,NA,NA,2700,12232,38909,49532,63411.5,62445.5,171006,122398,74136.5,67710,664480.5,"5603 Byron Center Ave SW, WYOMING, MI, 49519",81,14501,5000,-85.72318,42.862514,664.4805
11631,20123,RIVERTOWN MARATHON,3980 44TH ST SW,GRANDVILLE,MI,49418,2420,Active,6/12/07,1615614.5,NA,NA,NA,NA,42878.5,111647,128659,142277.5,163543.5,181128.5,177004.5,218330,219717,230429,1615614.5,"3980 44th St SW, GRANDVILLE, MI, 49418",81,13200,4015,-85.76207,42.884583,1615.6145
11635,20127,FAMILY PANTRY,704 STOCKING AVE NW,GRAND RAPIDS,MI,49504,5121,Active,6/19/07,2429051.5,NA,NA,NA,NA,101303.5,224549.5,258853.5,272877.5,259197,219891,251252,330866,298545,211716.5,2429051.5,"704 Stocking Ave NW, GRAND RAPIDS, MI, 49504",81,1600,3014,-85.68877,42.976517,2429.0515
11637,20129,WHISKEY LOUNGE,1044 GODFREY SW,GRAND RAPIDS,MI,49503,5006,Terminated,6/22/07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"1044 Godfrey Ave SW, GRAND RAPIDS, MI, 49503",81,2600,2052,-85.68415,42.94443,0
11640,20132,28TH STREET PARTY STORE,1800 28TH ST SW,WYOMING,MI,49509,2506,Active,6/26/07,1082217.5,NA,NA,NA,NA,100933.5,168865.5,138495,131241,114748.5,73929.5,73262.5,93959.5,100247.5,86535,1082217.5,"1800 28th St SW, WYOMING, MI, 49519",81,13802,2000,-85.70986,42.913586,1082.2175
11644,20136,LEXA'S GROCERY,1603 DIAMOND AVE NE,GRAND RAPIDS,MI,49505,4810,Terminated,6/28/07,1027886,NA,NA,NA,NA,33598,84722,140666,218926.5,217078.5,129730.5,117132,86032.5,NA,NA,1027886,"1603 Diamond Ave NE, GRAND RAPIDS, MI, 49505",81,1000,1011,-85.64484,42.991856,1027.886
11645,20137,CASINO CLB OF GRAND RPDS,3260 SALERNO NE,GRAND RAPIDS,MI,49525,2712,Active,6/30/07,2142340,NA,NA,NA,NA,114076,272829,263443,240500,270224,225815,197774,213282,201260,143137,2142340,"3260 Salerno Dr NE, GRAND RAPIDS, MI, 49525",81,100,1012,-85.63621,43.02152,2142.34
11647,20139,B & B PARTY STORE NW,509 LEONARD ST NW,GRAND RAPIDS,MI,49504,4202,Active,7/6/07,685026,NA,NA,NA,NA,48249.5,70971,63933,59890,71919,64234,66267,90923.5,89893.5,58745.5,685026,"509 Leonard St NW, GRAND RAPIDS, MI, 49504",81,800,1051,-85.68033,42.98499,685.026
11651,20144,G&G LLC,1601 EASTERN AVE SE,GRAND RAPIDS,MI,49507,2027,Terminated,7/13/07,403079.5,NA,NA,NA,NA,205778,197301.5,NA,NA,NA,NA,NA,NA,NA,NA,403079.5,"1601 Eastern Ave SE, GRAND RAPIDS, MI, 49507",81,3700,2004,-85.648705,42.934574,403.0795
11653,20146,L&L PARTY STORE,649 CLANCY AVE NE,GRAND RAPIDS,MI,49503,1534,Terminated,7/17/07,469010,NA,NA,NA,NA,58967.5,133725,117932,111548,46837.5,NA,NA,NA,NA,NA,469010,"649 Clancy Ave NE, GRAND RAPIDS, MI, 49503",81,1400,2011,-85.663185,42.97443,469.01
11655,20148,R&S PARTY STORE INC,3543 BYRON CENTER AVE SW,WYOMING,MI,49519,3259,Active,7/25/07,3090302.5,NA,NA,NA,NA,64474.5,321764,379745,335439,336715,275109.5,333080,403635,369024,271316.5,3090302.5,"3543 Byron Center Ave SW, WYOMING, MI, 49519",81,13801,2010,-85.72456,42.900337,3090.3025
11657,20150,BELLAVINOS PARTY SHOPPE,3920 PLAINFIELD NE,GRAND RAPIDS,MI,49525,1602,Terminated,7/26/07,270303.5,NA,NA,NA,NA,18500.5,129880.5,121922.5,NA,NA,NA,NA,NA,NA,NA,270303.5,"3920 Plainfield Ave NE, GRAND RAPIDS, MI, 49525",81,11302,4008,-85.62105,43.03429,270.3035
11667,20161,BPO ELKS LODGE #48,2715 LEONARD ST NW,GRAND RAPIDS,MI,49504,3799,Active,8/21/07,668072,NA,NA,NA,NA,14605,79290,85558,48796,49883,51300,68614,93340,107870,68816,668072,"2715 Leonard St NW, GRAND RAPIDS, MI, 49504",81,600,2007,-85.73517,42.9863,668.072
11668,20162,BOW TIE BAR INC,8388 ALPINE AVE,SPARTA,MI,49345,9390,Active,8/20/07,2445105.5,NA,NA,NA,NA,66854,259540,268731,305492,284804,251181,249721,295020,271532.5,192230,2445105.5,"8388 Alpine Ave, SPARTA, MI, 49345",81,11401,1002,-85.69011,43.11603,2445.1055
11671,20165,SACRED HRT SOC ST ISIDOR,506 EASTERN AVENUE NE,GRAND RAPIDS,MI,49503,1809,Active,8/23/07,1000176,NA,NA,NA,NA,33893,165472,146947,109281,90539,83542,84555.5,93113,101379.5,91454,1000176,"506 Eastern Ave NE, GRAND RAPIDS, MI, 49503",81,2200,1010,-85.64958,42.9715,1000.176
11672,20166,JUKES,506 LEONARD NW,GRAND RAPIDS,MI,49504,4258,Terminated,8/24/07,94176,NA,NA,NA,NA,11537,54222,28417,NA,NA,NA,NA,NA,NA,NA,94176,"506 Leonard St NW, GRAND RAPIDS, MI, 49504",81,1500,1008,-85.68026,42.98496,94.176
11674,20168,THE SCORE REST & SPORTS,5301 NORTHLAND DRIVE NE,GRAND RAPIDS,MI,49525,1043,Terminated,8/25/07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"5301 Northland Dr NE, GRAND RAPIDS, MI, 49525",81,11301,1001,-85.579895,43.058025,0
11679,20173,SUNUWAR ENTERPRISES,2354 CLYDE PARK AVE SW,GRAND RAPIDS,MI,49509,1545,Terminated,9/4/07,490983.5,NA,NA,NA,NA,50526,163305.5,161473,115679,NA,NA,NA,NA,NA,NA,490983.5,"2354 Clyde Park Ave SW, GRAND RAPIDS, MI, 49509",81,4000,2027,-85.68597,42.921047,490.9835
11680,20174,HOMETOWN SUNOCO,7061 S DIVISION,GRAND RAPIDS,MI,49548,7129,Terminated,9/7/07,363238.5,NA,NA,NA,NA,5600,68453,110623.5,124493,54069,NA,NA,NA,NA,NA,363238.5,"7061 S Division Ave, GRAND RAPIDS, MI, 49548",81,14701,3050,-85.66366,42.835793,363.2385
11681,20175,DANNY'S BEVERAGE,1554 ALPINE AVE NW,GRAND RAPIDS,MI,49504,3146,Active,9/7/07,1312796.5,NA,NA,NA,NA,64222.5,192367.5,159299.5,134677.5,113546.5,99970.5,108769,153014.5,147282.5,139646.5,1312796.5,"1554 Alpine Ave NW, GRAND RAPIDS, MI, 49504",81,800,2009,-85.688225,42.991936,1312.7965
11683,20177,THE SCORE REST & SPORTS,5301 NORTHLAND DRIVE NE,GRAND RAPIDS,MI,49525,1043,Active,9/18/07,3854225,NA,NA,NA,NA,56750,389828,439562,555424,422774,378835,427622,415154,467928,300348,3854225,"5301 Northland Dr NE, GRAND RAPIDS, MI, 49525",81,11301,1001,-85.579895,43.058025,3854.225
11684,20178,QUICK STOP,751 48TH ST SE,KENTWOOD,MI,49548,7519,Active,9/20/07,2272356.5,NA,NA,NA,NA,5300,132238,205308,253799,242326,245608,244342.5,380622.5,346588.5,216224,2272356.5,"751 48th St SE, KENTWOOD, MI, 49548",81,12901,1027,-85.6468,42.87659,2272.3565
11687,20181,VFW OLD KENT CUSTER P830,557 11TH STREET NW,GRAND RAPIDS,MI,49504,4450,Active,9/25/07,1094874,NA,NA,NA,NA,21678,110425,131135,140769.5,116015.5,106836,151749.5,172226,100907,43132.5,1094874,"557 11th St NW, GRAND RAPIDS, MI, 49504",81,1500,1009,-85.68179,42.981434,1094.874
11690,20184,MCKNAPPYS KORNER,3700 COIT AVE NE,GRAND RAPIDS,MI,49525,2122,Terminated,9/28/07,77024.5,NA,NA,NA,NA,6700,68124.5,2200,NA,NA,NA,NA,NA,NA,NA,77024.5,"3700 Coit Ave NE, GRAND RAPIDS, MI, 49525",81,11200,3018,-85.65165,43.030735,77.0245
11694,20189,H&J DOLLAR,2426 EASTERN AVE SE,GRAND RAPIDS,MI,49507,3632,Active,10/8/07,2408818,NA,NA,NA,NA,39587.5,249725,313143.5,321935.5,158606,198819,255105,288808,337410,245678.5,2408818,"2426 Eastern Ave SE, GRAND RAPIDS, MI, 49507",81,4200,2004,-85.647484,42.919518,2408.818
11695,20190,SAND LAKE PARTY STORE,4 3RD ST,SAND LAKE,MI,49343,9203,Terminated,10/10/07,59477.5,NA,NA,NA,NA,13440.5,40656,5381,NA,NA,NA,NA,NA,NA,NA,59477.5,"4 3rd St, SAND LAKE, MI, 49343",81,10101,1051,-85.51431,43.292023,59.4775
11699,20194,NEXT DOOR STORE #45,4616 ALPINE AVE NW,COMSTOCK PARK,MI,49321,9707,Active,10/10/07,2026235.5,NA,NA,NA,NA,22155,131399,159959,205738,227949.5,201579.5,247667,313003.5,264602,252183,2026235.5,"4616 Alpine Ave NW, COMSTOCK PARK, MI, 49321",81,11405,1013,-85.689575,43.04798,2026.2355
11700,20195,NEXT DOOR STORE #51,4415 LAKE MICHIGAN DR NW,WALKER,MI,49534,3535,Active,10/10/07,2670942.5,NA,NA,NA,NA,42794,266840.5,265289.5,286083,305772.5,281004,317484.5,335908.5,316785.5,252980.5,2670942.5,"4415 Lake Michigan Dr NW, WALKER, MI, 49544",81,11701,1030,-85.77667,42.972305,2670.9425
11705,20200,NEXT DOOR STORE #68,781 68TH ST SE,GRAND RAPIDS,MI,49548,6934,Active,10/10/07,4543638.5,NA,NA,NA,NA,63434,399399.5,400870.5,440627,478186,517498.5,536592.5,661443.5,573363.5,472223.5,4543638.5,"781 68th St SE, GRAND RAPIDS, MI, 49548",81,14703,2023,-85.64494,42.840755,4543.6385
11712,20207,J D REARDON'S,940 MONROE NW #156,GRAND RAPIDS,MI,49503,1423,Terminated,10/31/07,540655,NA,NA,NA,NA,13079,60707,120587,152078,126257,50723,17224,NA,NA,NA,540655,"940 Monroe Ave NW, GRAND RAPIDS, MI, 49503",81,1400,1009,-85.67226,42.979053,540.655
11713,20208,SODY ENTERPRISES,3214 28TH ST SE,KENTWOOD,MI,49512,1631,Terminated,11/2/07,160424.5,NA,NA,NA,NA,14353.5,126505.5,19565.5,NA,NA,NA,NA,NA,NA,NA,160424.5,"3214 28th St SE, KENTWOOD, MI, 49512",81,12608,1008,-85.58798,42.912487,160.4245
11717,20212,WONDERLAND PARTY STORE,3232 LEONARD ST NW,GRAND RAPIDS,MI,49534,3670,Terminated,11/7/07,1127680,NA,NA,NA,NA,13807,153572,137257.5,152295,147280.5,140871,143166,115686.5,93777,29967.5,1127680,"3232 Leonard St NW, GRAND RAPIDS, MI, 49534",81,11701,3000,-85.748116,42.98652,1127.68
