X,Retailer.Id,Retailer.Name,Complete.Address.x,City,State.x,Zip,Zip.4,Status.Description,Acivation.Date,Total.sales,X2003,X2004,X2005,X2006,X2007,X2008,X2009,X2010,X2011,X2012,X2013,X2014,X2015,X2016,calctotal,MatchedAddress,County,Tract,Block,Long,Lat,calctotal2
11718,20213,THE PIER HEAD GRL & TVRN,6246 28TH STREET SE,GRAND RAPIDS,MI,49546,6945,Terminated,11/9/07,230619,NA,NA,NA,NA,6858,91611,96344,35806,NA,NA,NA,NA,NA,NA,230619,"6246 28th St SE, GRAND RAPIDS, MI, 49546",81,12203,1000,-85.513084,42.913094,230.619
11719,20214,GRATTAN GENERAL STORE,11767 NE OLD BELDING RD,BELDING,MI,48809,9311,Active,11/8/07,485210.5,NA,NA,NA,NA,8964.5,68861.5,58858.5,53792.5,49364,47414,52591.5,60968.5,42697.5,41698,485210.5,"11767 NE Old Belding Rd, BELDING, MI, 48809",81,10902,1046,-85.378265,43.085136,485.2105
11722,20217,MARATHON C STORE,1405 BURTON ST SE,GRAND RAPIDS,MI,49507,3744,Terminated,11/16/07,943451.5,NA,NA,NA,NA,36470.5,351751,476996.5,78233.5,NA,NA,NA,NA,NA,NA,943451.5,"1405 Burton St SE, GRAND RAPIDS, MI, 49507",81,3500,2023,-85.63308,42.92716,943.4515
11723,20218,P&K GROCERY LLC,4088 LAKE MICHIGAN DR NW,WALKER,MI,49534,4525,Terminated,11/21/07,99040,NA,NA,NA,NA,4066.5,46627,48346.5,NA,NA,NA,NA,NA,NA,NA,99040,"4088 Lake Michigan Dr NW, WALKER, MI, 49544",81,11702,2009,-85.76846,42.972195,99.04
11724,20219,GRAND RAPIDS BREWING CO,3689 28TH STREET SE,GRAND RAPIDS,MI,49512,1605,Terminated,11/28/07,87407,NA,NA,NA,NA,3250,53103,31054,NA,NA,NA,NA,NA,NA,NA,87407,"3689 28th St SE, GRAND RAPIDS, MI, 49512",81,12606,4013,-85.57724,42.912537,87.407
11726,20221,RIC'S FOOD CENTER-CANNON,6767 BELDING ROAD NE,ROCKFORD,MI,49341,7654,Active,11/30/07,700591.5,NA,NA,NA,NA,NA,20684,30389.5,62748,89382.5,91016,92761,112166,104055.5,97389,700591.5,"6767 Belding Rd NE, ROCKFORD, MI, 49341",81,10903,3014,-85.50109,43.086273,700.5915
11738,20233,RIO GRAND STEAKHOUSE #11,5501 NORTHLAND DR NE,GRAND RAPIDS,MI,49525,1033,Terminated,1/12/08,478834,NA,NA,NA,NA,NA,77875,108770,138700,129983,23506,NA,NA,NA,NA,478834,"5501 Northland Dr NE, GRAND RAPIDS, MI, 49525",81,11301,1001,-85.57992,43.062767,478.834
11739,20234,METEHARA LLC,1980 44TH ST SE,KENTWOOD,MI,49508,5049,Terminated,1/11/08,107151,NA,NA,NA,NA,NA,107151,NA,NA,NA,NA,NA,NA,NA,NA,107151,"1980 44th St SE, KENTWOOD, MI, 49508",81,12701,2003,-85.61745,42.88369,107.151
11740,20236,WILDERNESS COUNTRY STORE,1585 17 MILE,KENT CITY,MI,49330,9463,Terminated,1/15/08,147283.5,NA,NA,NA,NA,NA,30286,58904,57193.5,900,NA,NA,NA,NA,NA,147283.5,"1585 17 Mile Rd, KENT CITY, MI, 49330",81,10301,2043,-85.71078,43.219746,147.2835
11743,20239,RIO GRAND STEAKHOUSE #12,1820 44TH STREET SW,WYOMING,MI,49519,4250,Terminated,1/23/08,490039,NA,NA,NA,NA,NA,177475,218849,93715,NA,NA,NA,NA,NA,NA,490039,"1820 44th St SW, WYOMING, MI, 49519",81,14502,1000,-85.709076,42.884464,490.039
11746,20242,PARTY STORE EXPRESS,530 76TH STREET,BYRON CENTER,MI,49315,8041,Terminated,2/5/08,48115,NA,NA,NA,NA,NA,19911,20280,7924,NA,NA,NA,NA,NA,NA,48115,"530 76th St SW, BYRON CENTER, MI, 49315",81,14602,4011,-85.67704,42.826294,48.115
11747,20243,PLUMB INC #682,1025 4 MILE RD NW,GRAND RAPIDS,MI,49544,1598,Terminated,2/6/08,1992663.5,NA,NA,NA,NA,NA,189077,289914,290874.5,281123.5,259405.5,255489,268521.5,158258.5,NA,1992663.5,"1025 4 Mile Rd NW, GRAND RAPIDS, MI, 49544",81,11403,2024,-85.6965,43.02917,1992.6635
11753,20249,THE LIQUOR STORE,6135 DIVISION AVE S,GRAND RAPIDS,MI,49548,6727,Terminated,2/20/08,522550,NA,NA,NA,NA,NA,72339,103360.5,99611.5,91639.5,102181.5,53418,NA,NA,NA,522550,"6135 Division Ave S, GRAND RAPIDS, MI, 49548",81,14701,2001,-85.66375,42.852615,522.55
11754,20250,NORTHEAST'R AM LEG'N#459,658 MICHIGAN ST NE,GRAND RAPIDS,MI,49503,3471,Active,2/21/08,958175.5,NA,NA,NA,NA,NA,80221,108049,110932,123908.5,97399,119731,98697,135854.5,83383.5,958175.5,"658 Michigan St NE, GRAND RAPIDS, MI, 49503",81,2200,4001,-85.652756,42.97009,958.1755
11762,20258,DUTHLER'S #535 FAMILY FOODS,1226 MADISON AVE SE,GRAND RAPIDS,MI,49507,1768,Active,3/12/08,2492724.5,NA,NA,NA,NA,NA,203132,305933,289018,291128,281408.5,316637.5,326442,288562.5,190463,2492724.5,"1226 Madison Ave SE, GRAND RAPIDS, MI, 49507",81,3600,1004,-85.65893,42.94039,2492.7245
11771,20267,KENTWOOD BP #14,6045 KALAMAZOO AVE SE,KENTWOOD,MI,49508,7017,Active,4/4/08,2326795.5,NA,NA,NA,NA,NA,60977.5,149576,188707,240478.5,244199.5,267658,431351.5,437049.5,306798,2326795.5,"6045 Kalamazoo Ave SE, KENTWOOD, MI, 49508",81,14804,1000,-85.624886,42.853806,2326.7955
11772,20268,KANSAS CITY DIP N GRILL,5080 ALPINE AVE NW,COMSTOCK PARK,MI,49321,8364,Terminated,4/4/08,384738,NA,NA,NA,NA,NA,238367,146371,NA,NA,NA,NA,NA,NA,NA,384738,"5080 Alpine Ave NW, COMSTOCK PARK, MI, 49321",81,11405,1004,-85.68975,43.05585,384.738
11777,20273,TIMBERS INN,6555 BELDING ROAD,ROCKFORD,MI,49341,9625,Active,4/17/08,2205684,NA,NA,NA,NA,NA,129554,281093,244272,286867,264557,278551,340818,212955,167017,2205684,"6555 Belding Rd NE, ROCKFORD, MI, 49341",81,10903,3003,-85.506294,43.086266,2205.684
11785,20281,PARTY HOUSE,6572 S DIVISION AVE,GRAND RAPIDS,MI,49548,7845,Active,5/2/08,1278728,NA,NA,NA,NA,NA,75687,154239.5,164152,185366.5,154180,162596,154272.5,119257,108977.5,1278728,"6572 S Division Ave, GRAND RAPIDS, MI, 49548",81,14703,2002,-85.66368,42.844673,1278.728
11790,20287,DJ'S LOUNGE,1740 28TH STREET SE,GRAND RAPIDS,MI,49508,1414,Terminated,5/20/08,232065.5,NA,NA,NA,NA,NA,27468,41911,38271,32060,49890,42443.5,22,NA,NA,232065.5,"1740 28th St SE, GRAND RAPIDS, MI, 49508",81,4500,1011,-85.624146,42.91262,232.0655
11795,20292,CRYSTAL SPRING VINEYARDS,6630 KALAMAZOO AVE SE,KENTWOOD,MI,49508,7030,Terminated,5/24/08,20340,NA,NA,NA,NA,NA,1500,10302,8538,NA,NA,NA,NA,NA,NA,20340,"6630 Kalamazoo Ave SE, KENTWOOD, MI, 49508",81,14804,2031,-85.62473,42.843494,20.34
11801,20298,MARATHON EASTERN,1601 EASTERN AVE SE,GRAND RAPIDS,MI,49507,2027,Terminated,5/29/08,1636603.5,NA,NA,NA,NA,NA,225542,405251,380972.5,319048,305790,NA,NA,NA,NA,1636603.5,"1601 Eastern Ave SE, GRAND RAPIDS, MI, 49507",81,3700,2004,-85.648705,42.934574,1636.6035
11805,20303,SIEU THI KIM NHUNG SUPER,4242 S DIVISION AVE,KENTWOOD,MI,49548,3307,Terminated,6/9/08,155753,NA,NA,NA,NA,NA,17352.5,49576.5,46653,42171,NA,NA,NA,NA,NA,155753,"4242 S Division Ave, KENTWOOD, MI, 49548",81,12901,1014,-85.66482,42.88682,155.753
11810,20308,INFOPLACE USA,3700 RIVERTOWN PKWY SW,GRANDVILLE,MI,49418,3068,Terminated,6/24/08,4777,NA,NA,NA,NA,NA,2799,1978,NA,NA,NA,NA,NA,NA,NA,4777,"3700 Rivertown Pkwy, GRANDVILLE, MI, 49418",81,13200,4018,-85.758095,42.88225,4.777
11811,20310,HUCKS CORNERS,2371 17 MILE RD,CEDAR SPRINGS,MI,49319,9466,Active,6/24/08,891284.5,NA,NA,NA,NA,NA,11850,72105.5,52466.5,75776,109956,115899,157432,164326.5,131473,891284.5,"2371 17 Mile Rd NE, CEDAR SPRINGS, MI, 49319",81,10302,1045,-85.61163,43.219566,891.2845
11813,20312,POST DRIVE BP #27,1355 POST DR NE,BELMONT,MI,49306,9723,Active,6/25/08,1881347,NA,NA,NA,NA,NA,75064.5,168422.5,197254.5,213926.5,206432,239523.5,308813.5,281643,190267,1881347,"1355 Post Dr NE, BELMONT, MI, 49306",81,11101,1069,-85.633446,43.090286,1881.347
11818,20317,MARATHON CHERRY VALLEY,9807 CHERRY VALLEY AV SE,CALEDONIA,MI,49316,9566,Active,7/8/08,2109535,NA,NA,NA,NA,NA,54336.5,187893,306666.5,294621,218979.5,237463.5,269350,289629,250596,2109535,"9807 Cherry Valley Ave SE, CALEDONIA, MI, 49316",81,14807,3041,-85.506836,42.7861,2109.535
11820,20319,PARKSIDE FOODS,1153 W FULTON ST,GRAND RAPIDS,MI,49504,6116,Terminated,1/1/85,2896533,424111,649804,578013,607416.5,600412,36776.5,NA,NA,NA,NA,NA,NA,NA,NA,2896533,"1153 W Fulton St, GRAND RAPIDS, MI, 49504",81,1900,3017,-85.696175,42.96377,2896.533
11827,20327,RITZ KONEY ISLAND,64 IONIA AVE SW STE 100,GRAND RAPIDS,MI,49503,4190,Terminated,8/21/08,137568.5,NA,NA,NA,NA,NA,6624,42528,43063,39581.5,5772,NA,NA,NA,NA,137568.5,"64 Ionia Ave SW, GRAND RAPIDS, MI, 49503",81,2000,2026,-85.67021,42.96161,137.5685
11832,20332,WEALTHY MARKET,1012 WEALTHY ST SE,GRAND RAPIDS,MI,49506,1517,Terminated,8/29/08,3548086,NA,NA,NA,NA,NA,165810.5,542940.5,523883,470158,385172,419459,521353.5,519309.5,NA,3548086,"1012 Wealthy St SE, GRAND RAPIDS, MI, 49506",81,2500,3022,-85.64383,42.95554,3548.086
11835,20335,MARATHON GAS STATION,3830 CHICAGO DR SW,GRANDVILLE,MI,49418,1360,Terminated,10/3/08,127436,NA,NA,NA,NA,NA,19551.5,100376.5,7508,NA,NA,NA,NA,NA,NA,127436,"3830 Chicago Dr SW, GRANDVILLE, MI, 49418",81,13000,2015,-85.75879,42.911045,127.436
11836,20336,ALTO MARATHON,11990 64TH ST,ALTO,MI,49302,9668,Active,10/10/08,1759451.5,NA,NA,NA,NA,NA,43022,178897.5,191470.5,183212,185343,250135,275501,254257.5,197613,1759451.5,"11990 64th St SE, ALTO, MI, 49302",81,12002,2059,-85.37063,42.84877,1759.4515
11839,20339,BOSTON SQUARE SHELL#4055,1562 KALAMAZOO AVE SE,GRAND RAPIDS,MI,49507,2130,Terminated,10/23/08,472494,NA,NA,NA,NA,NA,26648,280593,165253,NA,NA,NA,NA,NA,NA,472494,"1562 Kalamazoo Ave SE, GRAND RAPIDS, MI, 49507",81,3500,2024,-85.639175,42.93463,472.494
11841,20341,LOWELL BEER STORE,213 E MAIN ST,LOWELL,MI,49331,1711,Active,11/5/08,702219.5,NA,NA,NA,NA,NA,2107.5,46973,64601,58692,71354,96274.5,117808.5,138147.5,106261.5,702219.5,"213 E Main St SE, LOWELL, MI, 49331",81,12004,3013,-85.33769,42.93449,702.2195
11842,20342,DERBY INC,816 BURTON ST SE,GRAND RAPIDS,MI,49507,3320,Active,11/6/08,3162490,NA,NA,NA,NA,NA,13603,207784,329127,351647,411694,456234.5,519024,511215,362161.5,3162490,"816 Burton St SE, GRAND RAPIDS, MI, 49507",81,3700,2028,-85.647316,42.927315,3162.49
11843,20343,MY FOOD MARKET,1242 FULLER AVE NE,GRAND RAPIDS,MI,49505,5533,Active,11/13/08,5266386,NA,NA,NA,NA,NA,90837.5,845974,858253.5,701015,589818.5,593892,632575.5,557765,396255,5266386,"1242 Fuller Ave NE, GRAND RAPIDS, MI, 49505",81,1101,1019,-85.63985,42.98592,5266.386
11844,20344,DASH-MEIJER #312,3757 PLAINFIELD AVE NE,GRAND RAPIDS,MI,49525,1956,Terminated,11/14/08,519494.5,NA,NA,NA,NA,NA,60060.5,459434,NA,NA,NA,NA,NA,NA,NA,519494.5,"3757 Plainfield Ave NE, GRAND RAPIDS, MI, 49525",81,11200,3002,-85.62688,43.03177,519.4945
11845,20345,DASH-MEIJER #36,5500 CLYDE PARK AVE SW,WYOMING,MI,49509,9525,Terminated,11/14/08,531818.5,NA,NA,NA,NA,NA,62685,469133.5,NA,NA,NA,NA,NA,NA,NA,531818.5,"5500 Clyde Park Ave SW, WYOMING, MI, 49509",81,14502,3018,-85.68381,42.864258,531.8185
11848,20348,VICTORY CLUB,396 PETTIS NE,ADA,MI,49301,9288,Terminated,11/20/08,169807,NA,NA,NA,NA,NA,NA,97517,63489,8801,NA,NA,NA,NA,NA,169807,"396 Pettis Ave NE, ADA, MI, 49301",81,11901,1062,-85.495415,42.972046,169.807
11850,20350,MAIN STREET PUB,1730 28TH STREET,WYOMING,MI,49509,2504,Active,12/16/08,1717394,NA,NA,NA,NA,NA,NA,199337,265420,254209,221785,207759,211260,208285,149339,1717394,"1730 28th St SW, WYOMING, MI, 49509",81,13802,2000,-85.70858,42.913563,1717.394
11852,20352,MARATHON,555 LEONARD ST NW,GRAND RAPIDS,MI,49504,4257,Terminated,12/23/08,42069.5,NA,NA,NA,NA,NA,NA,36416.5,5653,NA,NA,NA,NA,NA,NA,42069.5,"555 Leonard St NW, GRAND RAPIDS, MI, 49504",81,800,1049,-85.681786,42.98504,42.0695
11859,20360,ELI'S NORTHEAST AUTOWASH,1965 FULLER AVE NE,GRAND RAPIDS,MI,49505,4860,Active,1/16/09,2351037.5,NA,NA,NA,NA,NA,NA,109863.5,228522.5,265732,280922.5,392155,402587,399216.5,272038.5,2351037.5,"1965 Fuller Ave NE, GRAND RAPIDS, MI, 49505",81,1000,1000,-85.639915,42.998337,2351.0375
11872,20376,J&E MARKET LLC,6450 100TH SE STE 60,CALEDONIA,MI,49316,7440,Terminated,3/4/09,24205.5,NA,NA,NA,NA,NA,NA,11939,12266.5,NA,NA,NA,NA,NA,NA,24205.5,"6450 100th St SE, CALEDONIA, MI, 49316",81,14807,3043,-85.50553,42.783054,24.2055
11875,20379,CHARLIES BAR & GRILLE,3519 PLAINFIELD AVE NE,GRAND RAPIDS,MI,49525,2718,Active,3/5/09,1075559,NA,NA,NA,NA,NA,NA,85145,139986,182738,135394,135077,148664.5,178440.5,70114,1075559,"3519 Plainfield Ave NE, GRAND RAPIDS, MI, 49525",81,100,1000,-85.63187,43.02769,1075.559
11880,20384,ST GEORGE PETER&PAUL AID,1513 QUARRY ST NW,GRAND RAPIDS,MI,49504,3203,Active,3/8/09,525695,NA,NA,NA,NA,NA,NA,64412,106247,81815,63354,60365.5,63070.5,49888,36543,525695,"1513 Quarry Ave NW, GRAND RAPIDS, MI, 49504",81,800,1031,-85.681305,42.99025,525.695
11883,20387,SOUTHLAND TAVERN,3766 S DIVISION,WYOMING,MI,49548,3252,Terminated,3/12/09,634219,NA,NA,NA,NA,NA,NA,98922,204052,183197,109135.5,38912.5,NA,NA,NA,634219,"3766 S Division Ave, WYOMING, MI, 49548",81,14200,2038,-85.66518,42.895767,634.219
11885,20389,GREAT LAKES SHIPPING CO,2455 BURTON SE,GRAND RAPIDS,MI,49546,0,Terminated,3/13/09,1463978,NA,NA,NA,NA,NA,NA,209801,276042,162175,206295,197906,204026,136785,70948,1463978,"2455 Burton St SE, GRAND RAPIDS, MI, 49546",81,4400,5012,-85.6087,42.92715,1463.978
11886,20390,DUTTON BP,3495 68TH ST SE,CALEDONIA,MI,49316,9117,Terminated,3/19/09,734640.5,NA,NA,NA,NA,NA,NA,107572,245276.5,254967,126825,NA,NA,NA,NA,734640.5,"3495 68th St SE, CALEDONIA, MI, 49316",81,14804,3016,-85.579254,42.841118,734.6405
11889,20393,CHAMPION BEVERAGE,501 LEONARD ST NE,GRAND RAPIDS,MI,49503,1132,Terminated,3/20/09,963450.5,NA,NA,NA,NA,NA,NA,164242,213639.5,246418,248068.5,91082.5,NA,NA,NA,963450.5,"501 Leonard St NE, GRAND RAPIDS, MI, 49503",81,1000,3026,-85.65706,42.98454,963.4505
11894,20398,COCKTAILZ BAR,1001 CHICAGO DR SW,WYOMING,MI,49509,1107,Terminated,3/26/09,2983756,NA,NA,NA,NA,NA,NA,551140.5,755508.5,578872,432315.5,289080.5,215751,140148,20940,2983756,"1001 Chicago Dr SW, WYOMING, MI, 49509",81,13300,1020,-85.69294,42.93553,2983.756
11895,20399,GRANDVILLE BP #42,3935 28TH ST SW,GRANDVILLE,MI,49418,1318,Active,3/27/09,758747,NA,NA,NA,NA,NA,NA,61549,91682.5,96353,86622,92942.5,137177.5,103275.5,89145,758747,"3935 28th St SW, GRANDVILLE, MI, 49418",81,13000,3031,-85.76263,42.91367,758.747
11897,20401,BURTON ST BP #40,800 BURTON ST SW,WYOMING,MI,49509,1404,Active,3/27/09,1937459.5,NA,NA,NA,NA,NA,NA,112787,205536,219148,192727,229391,330717.5,372340.5,274812.5,1937459.5,"800 Burton St SW, WYOMING, MI, 49509",81,13500,2000,-85.686264,42.927906,1937.4595
11898,20402,HAWKS PETROLEUM,345 S MAIN ST,KENT CITY,MI,49330,9704,Active,4/15/09,786048.5,NA,NA,NA,NA,NA,NA,58022.5,96805,102433.5,85567,98460.5,130514.5,114360,99885.5,786048.5,"345 S Main St, KENT CITY, MI, 49330",81,10301,3030,-85.7511,43.21322,786.0485
11909,20741,MEIJER #312 CASH OFFICE,3757 PLAINFIELD AVE NE,GRAND RAPIDS,MI,49525,2493,Active,1/1/85,9876560.5,457071.5,733770.5,681871.5,699001.5,728069,613146.5,366589,707527,691001.5,692467.5,833323,995966.5,972316.5,704439,9876560.5,"3757 Plainfield Ave NE, GRAND RAPIDS, MI, 49525",81,11200,3002,-85.62688,43.03177,9876.5605
11910,20744,MEIJER # 20 CASH OFFICE,2425 ALPINE AVE NW,GRAND RAPIDS,MI,49544,1956,Active,1/1/85,9822646,580145,1006295,898268.5,864493.5,615242,568637,597558,644717.5,613723.5,611763.5,698101.5,827150,738106,558445,9822646,"2425 Alpine Ave NW, GRAND RAPIDS, MI, 49544",81,11500,2006,-85.68866,43.007446,9822.646
11911,20750,MEIJER #311 CASH OFFICE,1540 28TH ST SE,GRAND RAPIDS,MI,49508,1412,Active,1/1/85,9538579.5,459931,766801,786693.5,811745,838456,790454,808552.5,600996,480594,530891,653686,764111,715572,530096.5,9538579.5,"1540 28th St SE, GRAND RAPIDS, MI, 49508",81,4600,1000,-85.62946,42.912636,9538.5795
11914,20812,PARNELL GROCERY,10391 5 MILE RD NE,ADA,MI,49301,9783,Terminated,11/21/97,1588919.5,85385,150047,155573,130027,133656,120508,156685,160342,185905.5,191421.5,119369.5,NA,NA,NA,1588919.5,"10391 5 Mile Rd NE, ADA, MI, 49301",81,10902,2016,-85.41173,43.04343,1588.9195
11920,21131,D&W FOOD CENTER #225,6425 28TH ST SE,GRAND RAPIDS,MI,49546,6917,Terminated,1/1/85,407301,66759,143039,156166.5,41336.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,407301,"6425 28th St SE, GRAND RAPIDS, MI, 49508",81,12201,2002,-85.528534,42.913017,407.301
11921,21132,D&W FOOD CENTER #224,3960 44TH ST SW,GRANDVILLE,MI,49418,2420,Terminated,5/15/93,472742.5,83746,166859.5,172043.5,50093.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,472742.5,"3960 44th St SW, GRANDVILLE, MI, 49418",81,13200,4015,-85.76172,42.884583,472.7425
11922,21133,D&W FOOD CENTER #229,3518 PLAINFIELD AVE NE,GRAND RAPIDS,MI,49525,2719,Terminated,1/1/85,480971,84240.5,157266.5,191070,48394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,480971,"3518 Plainfield Ave NE, GRAND RAPIDS, MI, 49525",81,11801,1002,-85.63183,43.02768,480.971
11925,21380,FULTON STREEET PUB & GRILL,801 W FULTON ST,GRAND RAPIDS,MI,49504,6212,Active,1/1/85,7885335,226867.5,864083,898807,971876.5,883470,641608,605100.5,494475,495408,444075.5,498012.5,353963.5,307886,199702,7885335,"801 W Fulton St, GRAND RAPIDS, MI, 49504",81,1900,2012,-85.68753,42.96353,7885.335
11927,21483,MY FOOD MARKET,1242 FULLER AVE NE,GRAND RAPIDS,MI,49505,5533,Terminated,1/1/85,5364788,581983,926058.5,926075.5,997100.5,991234.5,942336,0,NA,NA,NA,NA,NA,NA,NA,5364788,"1242 Fuller Ave NE, GRAND RAPIDS, MI, 49505",81,1101,1019,-85.63985,42.98592,5364.788
11930,21592,MILLERS CAVE,1151 CHICAGO DR SW,WYOMING,MI,49509,1003,Terminated,6/14/95,1326285,91404,314550.5,447942,424105.5,48283,NA,NA,NA,NA,NA,NA,NA,NA,NA,1326285,"1151 Chicago Dr SW, WYOMING, MI, 49509",81,13300,1037,-85.69525,42.9355,1326.285
11931,21600,NOELS FOOD MARKET,1664 PORTER ST SW,WYOMING,MI,49509,1751,Deleted,1/1/85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"1664 Porter St SW, WYOMING, MI, 49519",81,13400,2000,-85.7075,42.920868,0
11932,21674,WALKER ST PHARMACY,1181 WALKER AVE NW,GRAND RAPIDS,MI,49504,7404,Active,1/1/85,7000540.5,291401,450066.5,469327.5,566331,540088.5,512126,471606.5,467117,479128,461092,572269.5,702837.5,564259,452890.5,7000540.5,"1181 Walker Ave NW, GRAND RAPIDS, MI, 49504",81,1600,1009,-85.69735,42.981422,7000.5405
11933,21689,FORTY ET EIGHT V'TRE 553,600 DOUGLAS ST NW,GRAND RAPIDS,MI,49504,5506,Deleted,1/21/92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"600 Douglas St NW, GRAND RAPIDS, MI, 49504",81,1900,1047,-85.682785,42.96973,0
11939,21916,D&W FOOD CENTER #223,5270 EASTERN AVE SE,KENTWOOD,MI,49508,6010,Terminated,12/16/92,865275.5,110775.5,270348,376157.5,107994.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,865275.5,"5270 Eastern Ave SE, KENTWOOD, MI, 49508",81,12703,1001,-85.64508,42.86772,865.2755
11940,21917,D&W FOOD CENTER #433,2900 BURLINGAME AVE SW,WYOMING,MI,49509,2610,Terminated,5/20/92,1002490.5,151043,306713.5,413621.5,131112.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1002490.5,"2900 Burlingame Ave SW, WYOMING, MI, 49509",81,13700,3001,-85.705185,42.91179,1002.4905
11953,22254,CLARKS FOOD CENTER,363 STATE ST SE,GRAND RAPIDS,MI,49503,4326,Deleted,1/1/85,444998,188879.5,256118.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,444998,"363 State St SE, GRAND RAPIDS, MI, 49503",81,2100,2010,-85.65985,42.959736,444.998
11960,22463,7-ELEVEN 025H,3050 S DIVISION AVE,GRAND RAPIDS,MI,49548,1150,Deleted,1/1/85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"3050 S Division Ave, GRAND RAPIDS, MI, 49548",81,14200,1018,-85.665726,42.9081,0
11961,22476,7-ELEVEN 145H,3195 EASTERN AVE SE,GRAND RAPIDS,MI,49508,1322,Deleted,1/1/85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"3195 Eastern Ave SE, GRAND RAPIDS, MI, 49508",81,14200,1000,-85.646706,42.905636,0
11962,22477,7-ELEVEN 030H,751 48TH ST SE,KENTWOOD,MI,49548,7519,Deleted,1/1/85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"751 48th St SE, KENTWOOD, MI, 49548",81,12901,1027,-85.6468,42.87659,0
11963,22479,7-ELEVEN 035H,3945 PLAINFIELD AVE NE,GRAND RAPIDS,MI,49525,1601,Terminated,1/1/85,637466.5,97506.5,192724.5,183317,163918.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,637466.5,"3945 Plainfield Ave NE, GRAND RAPIDS, MI, 49525",81,11200,1010,-85.619835,43.03485,637.4665
11964,22487,D&W FOOD CENTER #221,201 MARCELL DR NE,ROCKFORD,MI,49341,1364,Terminated,12/17/92,496262.5,73467.5,177660,183372.5,61762.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,496262.5,"201 Marcell Dr NE, ROCKFORD, MI, 49341",81,10700,1025,-85.545975,43.115795,496.2625
11965,22492,7-ELEVEN 043H,1001 W FULTON ST,GRAND RAPIDS,MI,49504,6152,Deleted,1/1/85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"1001 W Fulton St, GRAND RAPIDS, MI, 49504",81,1900,2016,-85.692505,42.96367,0
11967,22509,GARB-KO #46,876 FULLER AVE NE,GRAND RAPIDS,MI,49503,1945,Terminated,1/1/85,3402071.5,162209.5,287651,342719.5,403484.5,423453.5,305429,295660.5,296738.5,281862,253701.5,296613.5,52548.5,NA,NA,3402071.5,"876 Fuller Ave NE, GRAND RAPIDS, MI, 49503",81,1101,3013,-85.63979,42.97815,3402.0715
11968,22511,GARB-KO #47,888 FOREST HILL AVE SE,GRAND RAPIDS,MI,49546,2326,Terminated,1/1/85,2298782.5,121532.5,218840,201557,177649,199050,211061,222921,222839.5,219543.5,213164,231904,58721,NA,NA,2298782.5,"888 Forest Hill Ave SE, GRAND RAPIDS, MI, 49546",81,11804,1020,-85.555786,42.9464,2298.7825
11969,22522,GERMAN VILLAGE,4378 LAKE MICHIGAN DR NW,GRAND RAPIDS,MI,49534,4571,Terminated,1/21/92,751160,2600,123822,288590,336148,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,751160,"4378 Lake Michigan Dr NW, GRAND RAPIDS, MI, 49534",81,11702,1008,-85.77605,42.97227,751.16
11971,22586,GREAT DAY FOODS,2755 LAKE MICHIGAN DR NW,GRAND RAPIDS,MI,49504,5872,Deleted,1/21/92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,"2755 Lake Michigan Dr NW, GRAND RAPIDS, MI, 49504",81,1800,4015,-85.73637,42.971786,0
11973,22709,GORDYS SUPER MARKET,4241 S DIVISION AVE,GRAND RAPIDS,MI,49548,3363,Terminated,1/1/85,2246587,116712,213813,195892,200376.5,219604,184355.5,184803,192513,205704,206431.5,235032,91350.5,NA,NA,2246587,"4241 S Division Ave, GRAND RAPIDS, MI, 49548",81,14100,1008,-85.664856,42.886856,2246.587
11975,22777,TINY GIANT STORES #3,757 44TH ST SE,KENTWOOD,MI,49548,7527,Terminated,1/1/85,4470587,214398.5,377716.5,281202.5,292980,339156.5,361255,387212,387321.5,335084.5,346174.5,355399,403271,345536.5,43879,4470587,"757 44th St SE, KENTWOOD, MI, 49548",81,12901,1001,-85.64709,42.88384,4470.587
